id_usuario,pais,tipo_suscripcion,antiguedad_dias,dias_activo_ult_30,minutos_escucha_prom_dia,fallos_pago_ult_60,renovacion_automatica,dias_desde_ultimo_login,es_churn
u_000518,CL,premium_individual,1314,16,59.0,1,0,6,0
u_021474,DE,premium_individual,647,20,28.7,0,0,3,1
u_024299,ES,premium_individual,481,21,113.9,2,1,5,0
u_043650,IT,premium_individual,1602,20,25.2,2,1,9,0
u_026139,ES,premium_individual,552,17,39.4,1,0,4,0
u_029724,US,premium_familiar,940,15,62.5,0,1,3,0
u_045699,CL,premium_individual,845,18,60.9,0,1,4,0
u_045679,FR,premium_individual,1164,15,31.3,0,1,3,0
u_031306,ES,premium_individual,290,14,25.0,1,1,5,0
u_008000,CO,premium_individual,1018,20,28.4,1,1,2,0
u_011726,FR,premium_individual,605,16,69.5,0,1,2,0
u_009149,CL,premium_individual,664,18,41.8,0,1,6,0
u_019898,MX,premium_individual,1269,17,32.7,0,1,2,0
u_025555,CL,premium_individual,191,15,35.2,1,1,20,0
u_016660,US,premium_individual,1089,20,58.6,1,1,2,0
u_013112,ES,premium_familiar,287,2,21.0,0,1,4,0
u_012767,US,premium_individual,462,18,35.5,0,1,6,0
u_020261,US,premium_individual,108,16,18.8,0,1,4,0
u_037113,CL,premium_familiar,692,18,30.2,0,1,11,0
u_002965,AR,premium_individual,762,12,19.6,0,0,3,0
u_002828,CO,premium_estudiante,1222,15,28.9,0,1,2,0
u_021153,FR,premium_individual,1033,19,62.0,0,1,3,0
u_038657,DE,premium_individual,722,12,47.9,0,1,3,0
u_021332,FR,premium_familiar,903,15,17.1,0,1,4,0
u_044186,MX,premium_individual,439,13,27.8,1,1,7,0
u_039402,MX,premium_individual,1015,16,47.3,0,0,2,0
u_026082,MX,premium_individual,69,16,55.6,0,0,10,0
u_047617,IT,premium_estudiante,756,19,34.5,0,1,1,0
u_003973,AR,premium_individual,806,18,64.9,0,1,3,0
u_024573,CL,premium_familiar,635,22,49.1,0,1,4,0
u_024767,CO,premium_individual,183,13,29.3,0,1,10,0
u_018668,US,premium_individual,546,17,18.4,1,1,7,0
u_003004,DE,premium_individual,692,13,55.6,0,1,24,0
u_012231,IT,premium_familiar,404,2,19.8,0,1,6,0
u_044360,ES,premium_individual,423,1,28.3,0,1,10,1
u_038207,FR,premium_individual,707,17,35.3,0,1,14,0
u_032635,MX,premium_individual,229,3,35.6,0,1,8,0
u_037626,ES,premium_individual,703,0,19.2,0,1,5,0
u_017765,ES,premium_individual,208,18,64.2,0,1,2,0
u_001901,ES,premium_individual,267,18,75.5,0,1,12,0
u_029526,ES,premium_estudiante,566,19,12.0,0,1,9,0
u_009498,ES,premium_individual,391,14,100.0,1,1,6,0
u_009702,US,premium_estudiante,581,18,35.9,0,0,2,0
u_022604,FR,premium_individual,640,21,32.8,0,1,3,0
u_013583,DE,premium_individual,365,18,44.1,0,1,3,0
u_002466,US,premium_individual,207,1,17.4,0,0,5,1
u_035076,CO,premium_estudiante,370,16,27.9,0,0,4,0
u_026539,AR,premium_estudiante,1102,17,33.1,0,0,2,0
u_046752,ES,premium_individual,1172,22,43.2,0,0,9,0
u_016567,CO,premium_individual,406,16,23.0,0,1,17,0
u_031940,ES,premium_individual,88,16,22.4,0,1,8,0
u_043757,ES,premium_individual,1222,14,46.2,0,1,3,0
u_006234,CO,premium_estudiante,434,20,44.0,0,1,2,0
u_001135,IT,premium_individual,162,2,50.3,0,1,11,0
u_003582,ES,premium_individual,353,16,30.5,0,1,6,0
u_048363,MX,premium_familiar,504,17,72.1,0,1,4,0
u_003666,AR,premium_estudiante,260,10,30.6,0,1,22,0
u_026008,CO,premium_individual,966,19,115.5,0,1,8,0
u_027293,IT,premium_individual,691,14,33.9,0,1,2,0
u_012645,CO,premium_individual,668,17,35.9,0,0,3,0
u_027764,ES,premium_individual,601,12,26.8,0,1,2,0
u_029607,BR,premium_familiar,333,16,63.0,0,1,3,0
u_021919,MX,premium_individual,483,17,24.7,0,1,6,0
u_048654,MX,premium_individual,111,18,36.7,0,1,14,0
u_017987,ES,premium_individual,1279,18,29.7,0,1,4,0
u_038903,ES,premium_individual,1255,20,27.2,0,1,14,0
u_044553,ES,premium_individual,178,18,48.9,0,1,8,0
u_010420,ES,premium_estudiante,577,21,56.5,2,1,2,0
u_021879,ES,premium_individual,516,20,84.3,1,0,2,0
u_005826,US,premium_familiar,250,15,19.3,3,1,5,1
u_039862,ES,premium_familiar,324,16,25.9,3,1,2,1
u_016989,ES,premium_individual,1860,18,78.3,0,1,4,0
u_015951,US,premium_familiar,555,20,35.7,1,0,9,0
u_028962,DE,premium_individual,436,12,45.0,1,1,5,0
u_035217,ES,premium_individual,448,18,59.0,0,1,26,0
u_028598,ES,premium_individual,170,15,16.6,0,1,5,0
u_025173,FR,premium_familiar,912,0,42.5,0,1,5,0
u_031552,US,premium_individual,1021,14,43.3,0,1,2,0
u_035128,ES,premium_individual,302,20,44.9,0,1,7,0
u_042373,AR,premium_individual,350,12,53.7,0,1,3,0
u_030948,US,premium_individual,180,4,21.1,0,1,7,0
u_047596,US,premium_familiar,365,19,42.5,0,1,8,0
u_047332,BR,premium_individual,714,19,28.5,0,1,2,0
u_048689,MX,premium_individual,258,5,24.4,0,1,22,0
u_010186,AR,premium_individual,1123,17,36.5,0,1,6,0
u_046830,ES,premium_individual,497,1,6.7,0,1,4,0
u_015133,ES,premium_individual,294,12,44.4,0,1,10,0
u_048162,ES,premium_familiar,955,16,38.8,0,1,5,0
u_041134,MX,premium_individual,313,16,30.5,3,1,2,1
u_047111,ES,premium_individual,364,16,67.6,0,1,3,0
u_022263,MX,premium_estudiante,157,14,21.0,0,1,9,0
u_011233,ES,premium_individual,1321,19,41.3,0,1,5,0
u_008323,CL,premium_individual,793,15,74.2,0,1,4,0
u_048343,ES,premium_individual,647,15,31.2,0,0,11,0
u_001522,ES,premium_individual,181,16,80.0,0,1,6,0
u_042626,CO,premium_individual,401,17,39.9,0,1,3,0
u_005825,CO,premium_individual,676,21,46.2,0,1,3,0
u_006739,AR,premium_familiar,285,19,35.4,0,1,2,0
u_008960,CO,premium_individual,188,20,60.5,0,1,10,0
u_025907,ES,premium_individual,967,22,36.3,0,1,2,0
u_002392,CL,premium_individual,1577,19,56.9,0,0,1,0
u_026659,MX,premium_familiar,631,19,58.4,0,1,3,0
u_017548,ES,premium_individual,207,14,31.7,0,1,6,0
u_017501,IT,premium_individual,574,20,80.8,1,1,19,0
u_039173,IT,premium_individual,834,22,68.7,3,1,3,1
u_008328,MX,premium_individual,1008,17,36.2,0,0,10,0
u_002444,AR,premium_individual,1020,18,85.6,0,1,9,0
u_028987,MX,premium_individual,1247,22,32.8,0,1,3,0
u_008091,ES,premium_familiar,219,15,64.1,0,1,4,0
u_003009,CL,premium_individual,528,16,76.3,0,1,3,0
u_035294,BR,premium_familiar,583,21,48.7,0,1,2,0
u_049519,BR,premium_individual,363,17,19.7,1,1,3,0
u_023200,AR,premium_individual,931,22,83.1,1,1,3,0
u_005467,ES,premium_individual,473,11,24.5,0,1,35,0
u_013777,FR,premium_individual,286,3,16.1,0,1,4,0
u_042516,ES,premium_familiar,643,10,22.0,0,1,4,0
u_000306,MX,premium_individual,1132,16,33.3,0,0,8,0
u_044779,ES,premium_individual,1006,18,76.6,0,1,6,0
u_003052,CL,premium_familiar,264,11,52.1,0,0,11,0
u_022985,CO,premium_individual,692,20,57.6,2,1,8,1
u_035155,AR,premium_individual,188,24,68.8,1,1,3,0
u_043412,US,premium_familiar,510,18,30.0,0,1,4,0
u_022279,CO,premium_individual,94,15,60.1,0,1,3,0
u_004805,ES,premium_individual,444,1,24.1,0,1,10,1
u_048102,MX,premium_individual,558,18,36.4,0,1,2,0
u_034224,CL,premium_individual,696,1,42.2,0,0,5,1
u_036982,ES,premium_individual,1352,21,33.2,0,1,10,0
u_019887,AR,premium_individual,794,14,26.6,1,1,10,0
u_027589,ES,premium_individual,227,18,22.4,0,1,7,0
u_006107,MX,premium_individual,265,21,55.4,0,1,5,0
u_043558,IT,premium_familiar,437,19,35.5,0,1,4,0
u_034924,ES,premium_individual,519,19,77.1,1,1,1,0
u_003808,MX,premium_estudiante,494,22,41.7,0,1,2,0
u_007746,CO,premium_familiar,974,19,85.9,0,1,7,0
u_013023,US,premium_individual,155,15,48.2,0,1,4,0
u_049476,ES,premium_familiar,756,13,36.6,0,1,3,0
u_049764,CO,premium_familiar,863,18,43.0,2,1,2,0
u_004131,ES,premium_estudiante,1167,19,72.5,0,1,16,0
u_003935,CL,premium_estudiante,601,17,33.7,0,1,15,0
u_033320,CO,premium_individual,94,19,37.4,0,1,4,0
u_004913,ES,premium_individual,852,22,32.4,0,1,17,0
u_014801,MX,premium_estudiante,685,11,8.5,0,0,3,1
u_030574,ES,premium_individual,1195,21,20.8,0,1,3,0
u_015074,ES,premium_individual,752,3,15.5,0,1,5,0
u_011463,ES,premium_individual,590,19,60.1,0,1,3,0
u_007068,MX,premium_individual,1402,20,94.5,3,1,6,1
u_017998,MX,premium_individual,1026,14,196.4,1,1,5,0
u_038416,ES,premium_individual,406,16,178.2,0,0,7,0
u_033332,MX,premium_familiar,285,16,68.5,0,1,16,0
u_043506,US,premium_individual,746,21,31.5,0,1,6,0
u_026560,AR,premium_familiar,804,16,31.3,1,0,24,1
u_020280,ES,premium_individual,1241,4,46.9,0,1,10,0
u_039841,AR,premium_estudiante,832,20,106.1,0,0,6,0
u_004311,CL,premium_estudiante,737,19,86.8,0,0,2,0
u_031564,MX,premium_familiar,252,16,26.0,0,1,7,0
u_007087,AR,premium_familiar,1191,23,33.7,0,1,1,0
u_005254,ES,premium_individual,190,15,37.9,0,1,9,0
u_042763,MX,premium_individual,353,21,83.2,0,1,5,0
u_044444,ES,premium_individual,633,18,19.0,0,1,18,0
u_044140,ES,premium_familiar,601,18,18.8,1,1,5,0
u_002109,CO,premium_individual,310,4,31.9,0,1,4,0
u_007925,ES,premium_individual,342,3,9.2,0,1,10,0
u_019261,ES,premium_individual,288,16,44.8,0,1,3,0
u_009025,ES,premium_individual,309,16,24.0,0,1,3,0
u_029939,MX,premium_familiar,280,16,48.8,1,1,10,0
u_027033,MX,premium_estudiante,960,17,60.1,0,0,11,0
u_027913,ES,premium_estudiante,218,19,31.6,0,0,2,0
u_004127,US,premium_individual,374,20,45.8,0,1,18,0
u_010928,BR,premium_individual,324,18,56.6,1,0,4,0
u_046774,US,premium_familiar,552,16,54.1,2,0,4,1
u_029515,FR,premium_individual,1102,20,178.9,0,1,4,0
u_026217,DE,premium_estudiante,821,16,32.0,0,0,6,0
u_041015,AR,premium_individual,820,20,27.0,1,0,7,0
u_024707,MX,premium_individual,531,18,18.8,0,1,6,0
u_021188,BR,premium_individual,208,18,29.8,0,1,4,0
u_028605,ES,premium_individual,228,20,32.8,0,1,9,0
u_006719,ES,premium_individual,640,21,39.8,0,1,9,0
u_005275,FR,premium_estudiante,525,16,129.7,0,1,7,0
u_029341,BR,premium_individual,421,19,31.1,0,1,2,0
u_018423,IT,premium_individual,96,12,84.4,0,1,4,0
u_004867,ES,premium_individual,462,12,43.4,1,1,4,0
u_047091,ES,premium_individual,348,14,19.6,0,1,4,0
u_030501,US,premium_individual,839,16,23.0,3,1,3,1
u_038760,ES,premium_individual,266,15,26.8,0,1,4,0
u_043519,ES,premium_estudiante,113,19,30.3,1,1,22,1
u_008764,DE,premium_individual,295,3,30.0,1,1,5,0
u_047806,US,premium_estudiante,857,22,27.1,0,1,2,0
u_031441,US,premium_individual,160,16,32.0,0,0,7,0
u_008762,MX,premium_estudiante,374,17,18.6,0,1,3,0
u_011012,ES,premium_familiar,191,15,39.1,0,1,6,0
u_006980,ES,premium_individual,298,17,50.1,0,1,2,0
u_019384,MX,premium_familiar,335,18,36.9,1,1,2,0
u_021831,IT,premium_estudiante,562,16,24.0,0,1,4,0
u_038146,IT,premium_individual,1083,18,71.6,1,1,7,0
u_004506,US,premium_individual,982,14,34.2,0,1,3,0
u_006441,US,premium_familiar,1140,17,33.1,0,1,5,0
u_036470,ES,premium_individual,670,20,44.8,0,1,4,0
u_032699,US,premium_individual,371,12,54.6,0,1,7,0
u_031621,CO,premium_familiar,792,19,34.1,0,1,2,0
u_047786,IT,premium_familiar,245,19,35.3,0,1,3,0
u_031693,DE,premium_familiar,117,14,55.1,1,1,3,0
u_046071,ES,premium_individual,438,13,69.9,0,1,9,0
u_036566,US,premium_individual,130,12,47.5,0,1,5,0
u_042848,ES,premium_familiar,551,0,32.1,0,1,6,0
u_048403,AR,premium_individual,1208,14,31.5,0,1,7,0
u_020634,FR,premium_individual,579,18,46.4,0,0,10,0
u_037856,CL,premium_familiar,275,17,34.5,0,1,3,0
u_011965,DE,premium_individual,646,4,25.2,0,1,5,0
u_022961,ES,premium_individual,443,17,20.2,0,1,23,0
u_008326,ES,premium_individual,1033,17,39.0,0,1,2,0
u_026888,ES,premium_familiar,672,22,25.7,0,1,1,0
u_023252,ES,premium_individual,175,17,63.8,0,1,3,0
u_010429,CO,premium_individual,137,20,29.9,0,1,16,0
u_002604,IT,premium_individual,252,18,22.8,0,1,6,0
u_025387,BR,premium_estudiante,314,10,55.5,2,0,14,1
u_012920,US,premium_familiar,489,20,42.8,0,0,3,0
u_005010,AR,premium_estudiante,104,18,60.5,0,1,13,0
u_020250,DE,premium_individual,240,22,69.6,3,0,7,1
u_004447,ES,premium_individual,190,18,59.6,0,1,5,0
u_026850,MX,premium_individual,1228,18,82.6,3,0,4,1
u_003684,ES,premium_individual,1164,4,25.2,0,1,9,0
u_011540,MX,premium_individual,132,0,18.9,0,1,5,0
u_001891,CO,premium_individual,960,1,10.9,0,1,18,1
u_001392,ES,premium_familiar,363,16,59.4,0,0,2,0
u_028099,US,premium_individual,136,12,30.3,0,1,5,0
u_043718,MX,premium_familiar,234,16,22.7,0,0,2,0
u_048093,CL,premium_individual,305,16,34.6,0,1,2,0
u_043446,AR,premium_individual,697,17,34.6,1,1,2,0
u_002710,AR,premium_individual,683,15,24.6,0,1,17,0
u_024925,AR,premium_individual,202,14,38.8,0,1,3,0
u_049626,ES,premium_familiar,386,19,113.4,0,0,5,0
u_046736,MX,premium_individual,398,15,42.5,0,1,11,0
u_043261,ES,premium_familiar,415,18,67.9,0,1,5,0
u_021496,MX,premium_individual,322,17,43.2,0,1,6,0
u_035247,AR,premium_familiar,814,18,31.0,0,1,5,0
u_007779,MX,premium_individual,521,16,49.2,0,1,4,0
u_041245,ES,premium_individual,546,17,56.1,0,1,4,0
u_014571,FR,premium_individual,867,16,13.4,0,1,11,0
u_001453,ES,premium_individual,1114,20,25.3,1,1,1,0
u_005502,DE,premium_individual,189,2,20.0,0,1,9,1
u_017278,US,premium_familiar,78,3,27.8,0,1,10,0
u_043077,ES,premium_familiar,764,12,21.4,0,1,4,0
u_011080,DE,premium_individual,675,22,38.7,0,1,2,0
u_016000,ES,premium_familiar,528,16,42.9,0,1,3,0
u_031558,CO,premium_familiar,745,14,32.9,0,1,4,0
u_049572,DE,premium_familiar,1800,15,19.1,0,1,3,0
u_020474,CL,premium_familiar,605,19,27.7,0,1,5,0
u_021507,US,premium_individual,1578,13,41.5,0,1,11,0
u_001338,CL,premium_individual,1183,17,72.1,0,1,5,0
u_018063,ES,premium_individual,511,18,39.4,0,1,5,0
u_003127,US,premium_familiar,1072,19,44.8,0,1,4,0
u_045276,US,premium_estudiante,217,20,130.0,0,1,2,0
u_036112,MX,premium_familiar,1074,18,25.9,0,0,7,0
u_038702,ES,premium_familiar,1515,22,32.2,0,1,2,0
u_022798,CO,premium_individual,241,14,33.9,0,1,3,0
u_048326,BR,premium_estudiante,716,14,39.9,0,0,10,0
u_021946,DE,premium_individual,496,19,86.8,0,1,2,0
u_008581,ES,premium_individual,1051,3,15.7,0,1,5,0
u_003919,ES,premium_individual,192,15,70.7,0,1,5,0
u_014724,ES,premium_individual,716,12,40.7,0,1,10,0
u_040592,CL,premium_individual,305,18,31.4,0,1,4,0
u_023465,MX,premium_familiar,1073,21,42.9,0,1,4,0
u_047229,MX,premium_individual,399,18,89.1,0,1,9,0
u_014349,ES,premium_familiar,191,16,30.8,0,1,7,0
u_036998,MX,premium_individual,356,14,63.1,0,1,2,0
u_020515,ES,premium_individual,436,18,13.5,0,0,2,0
u_041044,US,premium_familiar,492,16,64.9,0,1,7,0
u_027376,IT,premium_estudiante,695,17,34.6,0,0,11,0
u_019084,MX,premium_individual,1114,15,44.9,0,1,6,0
u_036158,ES,premium_estudiante,828,15,19.8,0,1,2,0
u_012397,ES,premium_familiar,289,19,56.7,0,1,4,0
u_007234,ES,premium_individual,202,15,16.4,0,1,5,0
u_022491,ES,premium_individual,592,16,56.8,0,1,6,0
u_008874,ES,premium_individual,411,13,18.4,0,1,7,0
u_026062,CO,premium_individual,96,1,26.3,0,1,4,0
u_001988,ES,premium_individual,717,19,29.4,1,1,6,0
u_009790,US,premium_individual,244,16,23.5,0,0,4,0
u_030866,ES,premium_individual,413,22,42.8,0,1,2,0
u_015750,ES,premium_individual,882,15,94.5,0,1,9,0
u_013341,AR,premium_familiar,73,20,43.6,0,1,4,0
u_044122,CL,premium_individual,1314,20,52.9,0,1,8,0
u_010168,FR,premium_individual,455,16,45.7,0,1,3,0
u_038117,ES,premium_familiar,143,15,23.9,0,1,6,0
u_036721,FR,premium_individual,767,16,23.6,0,1,11,0
u_025622,ES,premium_individual,316,16,101.0,0,1,4,0
u_009415,AR,premium_individual,142,19,65.8,2,1,4,1
u_003164,DE,premium_individual,271,18,71.3,1,1,2,0
u_008728,ES,premium_familiar,1551,16,38.4,0,1,2,0
u_005311,MX,premium_estudiante,808,13,29.7,0,1,8,0
u_031818,ES,premium_familiar,174,15,91.3,0,1,5,0
u_010236,MX,premium_individual,553,18,25.3,0,0,6,0
u_047797,IT,premium_individual,558,20,57.8,0,1,6,0
u_028651,ES,premium_individual,784,16,39.4,0,1,7,0
u_035860,DE,premium_familiar,145,20,22.8,0,1,13,0
u_015751,US,premium_individual,725,16,22.4,0,1,3,0
u_005533,IT,premium_estudiante,285,20,56.4,0,1,5,0
u_044177,CL,premium_familiar,1688,19,35.4,0,1,2,0
u_043023,FR,premium_individual,455,20,74.0,0,1,2,0
u_038102,ES,premium_individual,75,18,41.3,0,1,7,0
u_026792,DE,premium_individual,279,16,16.7,0,1,5,0
u_043456,AR,premium_individual,63,15,16.3,1,1,2,0
u_044056,US,premium_familiar,689,18,20.3,0,1,5,0
u_008623,ES,premium_individual,884,19,42.6,0,1,9,0
u_041574,AR,premium_individual,359,19,69.5,0,1,8,0
u_024582,ES,premium_estudiante,98,11,37.9,3,1,9,1
u_046983,MX,premium_individual,653,21,49.1,0,0,2,0
u_016523,US,premium_individual,528,17,25.0,0,1,4,0
u_014900,DE,premium_individual,197,14,30.4,1,1,5,0
u_019407,CO,premium_individual,261,11,38.1,0,1,14,1
u_000672,ES,premium_individual,332,19,57.4,0,1,3,0
u_025363,ES,premium_familiar,959,18,147.4,0,1,7,0
u_025366,CO,premium_individual,904,21,31.9,0,1,3,0
u_040621,DE,premium_individual,785,16,26.1,0,1,7,0
u_026226,US,premium_familiar,1168,16,82.2,0,1,10,0
u_017158,ES,premium_individual,342,16,16.2,0,1,7,0
u_005571,MX,premium_individual,240,18,34.3,1,1,2,0
u_012614,CL,premium_individual,144,20,49.8,1,1,2,0
u_031535,ES,premium_individual,964,18,93.1,0,1,20,0
u_030161,ES,premium_individual,633,16,49.3,0,1,9,0
u_022653,CO,premium_individual,451,13,48.5,0,0,5,0
u_045216,AR,premium_individual,545,16,45.1,0,1,2,0
u_020676,CO,premium_individual,596,16,75.0,0,1,3,0
u_040358,IT,premium_individual,604,16,11.6,0,1,5,0
u_000400,CO,premium_individual,805,20,69.5,0,1,2,0
u_013749,CL,premium_familiar,110,20,18.8,1,0,7,0
u_010707,AR,premium_individual,999,19,106.5,0,1,6,0
u_001422,MX,premium_individual,578,5,38.9,0,0,7,0
u_004608,MX,premium_estudiante,525,13,29.3,0,1,8,0
u_018207,US,premium_estudiante,491,18,30.0,0,1,7,0
u_028584,ES,premium_individual,746,17,108.8,0,1,2,0
u_023544,ES,premium_individual,409,17,61.1,1,1,6,0
u_000153,CL,premium_individual,152,19,46.3,0,1,12,0
u_019212,BR,premium_individual,678,23,56.9,0,1,4,0
u_037305,AR,premium_individual,497,21,76.2,1,1,6,0
u_040411,IT,premium_individual,1278,19,33.3,0,1,9,0
u_036729,US,premium_individual,227,17,58.7,0,1,2,0
u_030194,ES,premium_familiar,533,14,63.7,1,1,23,0
u_042047,IT,premium_individual,1136,22,14.3,0,1,6,0
u_037843,BR,premium_individual,197,3,15.5,0,1,4,0
u_046898,BR,premium_individual,206,11,38.5,0,0,9,0
u_046483,US,premium_individual,363,19,40.2,0,1,3,0
u_019526,FR,premium_individual,111,17,21.7,0,1,2,0
u_021862,US,premium_estudiante,474,20,15.0,0,1,9,0
u_049499,FR,premium_individual,559,19,42.9,1,1,5,0
u_008302,IT,premium_individual,436,19,8.4,0,1,9,0
u_030990,BR,premium_familiar,412,15,50.7,0,1,4,0
u_031877,BR,premium_individual,218,3,19.9,0,1,14,0
u_004992,ES,premium_individual,651,16,36.8,0,1,12,0
u_011674,ES,premium_individual,378,24,183.4,0,1,1,0
u_038513,US,premium_individual,435,14,60.2,0,1,3,0
u_007797,ES,premium_individual,653,13,89.3,0,1,6,0
u_017275,FR,premium_individual,440,17,102.2,0,1,4,0
u_028818,AR,premium_familiar,274,19,30.1,0,1,5,0
u_024635,ES,premium_individual,564,17,71.7,0,1,8,0
u_041555,CO,premium_estudiante,470,17,52.5,2,0,4,0
u_001106,DE,premium_individual,307,16,72.9,0,1,3,0
u_024640,MX,premium_individual,150,16,64.9,0,1,6,0
u_007468,ES,premium_individual,275,15,49.6,1,1,8,0
u_049947,DE,premium_estudiante,184,17,31.7,0,1,5,0
u_019030,US,premium_individual,291,15,23.9,0,1,3,0
u_030026,DE,premium_individual,156,15,34.9,0,1,6,0
u_027572,CL,premium_individual,679,16,31.9,0,1,7,0
u_023227,CL,premium_individual,769,19,50.4,0,1,5,0
u_000209,FR,premium_individual,398,17,89.4,0,1,4,0
u_000495,CL,premium_individual,307,13,38.0,0,1,3,0
u_008823,ES,premium_familiar,587,18,28.8,0,1,8,0
u_031687,CL,premium_individual,809,17,114.5,0,1,5,0
u_044654,ES,premium_individual,563,15,56.7,1,1,4,0
u_000443,ES,premium_familiar,576,15,46.7,0,1,2,0
u_013962,AR,premium_estudiante,752,13,18.4,0,1,3,0
u_010224,CO,premium_individual,522,16,34.8,0,1,6,0
u_020427,ES,premium_individual,663,15,48.9,0,1,2,0
u_020254,ES,premium_individual,349,18,110.9,0,1,11,0
u_034509,ES,premium_estudiante,170,18,45.9,1,0,3,1
u_006309,ES,premium_estudiante,254,19,50.3,0,1,3,0
u_026640,AR,premium_individual,148,17,67.3,0,1,4,0
u_026436,DE,premium_individual,534,20,46.8,0,1,3,0
u_026974,ES,premium_individual,113,13,13.9,1,0,2,1
u_024614,CL,premium_individual,805,13,31.9,0,0,3,0
u_034437,ES,premium_estudiante,514,3,14.8,0,1,18,0
u_041218,ES,premium_individual,319,18,23.4,2,1,14,1
u_013781,US,premium_individual,560,4,39.4,1,1,4,0
u_002896,DE,premium_individual,405,14,14.6,0,1,5,0
u_043115,MX,premium_individual,1356,16,33.8,1,1,6,0
u_025786,BR,premium_individual,303,16,33.5,1,0,4,1
u_009650,BR,premium_individual,543,20,117.8,0,1,18,0
u_012603,ES,premium_individual,130,17,26.9,0,1,3,0
u_001305,CL,premium_individual,1450,13,33.7,0,1,3,0
u_012190,US,premium_individual,460,18,24.9,0,1,9,0
u_002205,ES,premium_individual,714,19,32.9,0,1,5,0
u_040329,CO,premium_individual,243,22,44.0,0,1,14,0
u_036255,ES,premium_individual,255,20,55.3,0,1,6,0
u_044502,ES,premium_individual,1098,18,47.2,0,1,11,0
u_038217,US,premium_familiar,269,16,28.5,0,1,11,0
u_006645,ES,premium_individual,143,20,31.8,0,0,2,0
u_033383,ES,premium_individual,368,23,27.3,0,1,4,0
u_004688,ES,premium_individual,264,18,33.5,3,1,9,1
u_006463,CO,premium_estudiante,109,16,36.8,0,1,9,0
u_014048,ES,premium_individual,825,21,28.0,0,1,13,0
u_032105,AR,premium_estudiante,881,20,51.4,0,1,17,0
u_023901,CL,premium_estudiante,568,14,30.0,1,1,14,0
u_049912,MX,premium_individual,26,18,33.4,3,1,10,1
u_034920,ES,premium_individual,690,16,75.6,0,1,7,0
u_019842,US,premium_individual,1007,24,86.3,0,0,11,0
u_044882,ES,premium_estudiante,85,19,37.7,0,1,15,0
u_048715,ES,premium_individual,125,16,31.1,0,1,9,0
u_024954,ES,premium_familiar,149,17,9.0,0,1,3,0
u_006724,CL,premium_estudiante,540,20,11.3,0,1,2,0
u_042038,FR,premium_individual,166,1,12.4,0,1,6,1
u_018881,ES,premium_individual,299,20,29.3,0,1,5,0
u_032195,ES,premium_familiar,143,17,37.5,0,1,2,0
u_032116,MX,premium_individual,153,16,23.1,0,1,3,0
u_041894,ES,premium_individual,57,2,30.8,0,1,8,1
u_018445,ES,premium_individual,267,15,41.1,0,0,4,0
u_002199,ES,premium_estudiante,166,22,51.7,0,1,2,0
u_014379,ES,premium_individual,344,22,95.2,0,1,3,0
u_049936,AR,premium_individual,838,20,22.6,0,1,7,0
u_039824,ES,premium_individual,529,16,55.3,0,1,3,0
u_002077,CL,premium_estudiante,64,16,19.4,0,1,5,0
u_014140,ES,premium_individual,709,19,36.0,0,1,8,0
u_036578,ES,premium_individual,190,15,31.3,0,1,4,0
u_018180,BR,premium_individual,743,17,53.5,0,1,3,0
u_049708,US,premium_individual,856,16,50.1,0,0,8,0
u_039425,ES,premium_individual,718,22,92.2,0,1,5,0
u_033363,ES,premium_familiar,273,5,59.3,0,1,4,0
u_010953,CO,premium_individual,732,17,64.7,0,1,7,0
u_041823,ES,premium_estudiante,274,0,17.5,0,1,7,1
u_037198,ES,premium_individual,211,16,24.1,0,1,11,0
u_004997,BR,premium_individual,284,19,42.4,0,1,8,0
u_016354,CL,premium_individual,329,2,49.5,0,1,20,0
u_046791,MX,premium_individual,342,19,63.4,0,1,3,0
u_047072,CL,premium_individual,659,4,21.8,0,0,11,1
u_027834,AR,premium_individual,113,18,48.5,0,1,4,0
u_015847,CO,premium_individual,294,2,17.8,0,1,7,1
u_014700,AR,premium_familiar,533,16,11.4,1,1,10,0
u_014157,ES,premium_individual,120,21,64.4,0,1,12,0
u_042975,AR,premium_individual,957,14,33.6,0,1,14,0
u_022152,US,premium_familiar,1017,18,36.6,0,1,18,0
u_016205,CO,premium_individual,164,20,38.7,0,1,5,0
u_044114,ES,premium_individual,373,21,84.4,0,1,8,0
u_022849,BR,premium_individual,393,14,27.2,3,0,10,1
u_005105,ES,premium_individual,348,20,63.5,0,1,6,0
u_013278,IT,premium_individual,717,15,15.2,0,0,4,0
u_024118,ES,premium_individual,87,17,36.6,0,1,2,0
u_008190,BR,premium_individual,198,16,50.5,0,1,2,0
u_009879,AR,premium_individual,584,20,30.5,0,1,5,0
u_017235,MX,premium_individual,509,16,43.6,0,1,4,0
u_037031,MX,premium_individual,204,18,65.4,0,1,3,0
u_043425,MX,premium_individual,733,17,27.7,0,1,3,0
u_029723,MX,premium_individual,462,17,19.2,0,1,2,0
u_003200,AR,premium_individual,482,18,62.3,0,1,4,0
u_012548,IT,premium_individual,1282,16,39.6,0,1,6,0
u_041662,FR,premium_individual,99,19,8.3,0,1,2,0
u_017687,CO,premium_individual,1035,15,22.7,0,1,12,0
u_013817,ES,premium_individual,966,18,39.4,0,1,3,0
u_032292,FR,premium_individual,298,17,34.8,0,1,4,0
u_040865,US,premium_familiar,302,16,20.1,0,1,11,0
